muts,s1_c1,s2_c1,s3_c1,s4_c2,s5_c2,s6_c2,s7_c2,s8_c1,s9_c1,s10_c2
119,0,0,0,0,0,0,0,0,1,0
120,0,0,0,0,0,0,0,0,1,0
121,0,0,0,0,0,0,0,0,1,0
122,0,0,0,0,0,0,0,0,1,0
123,0,0,0,0,0,0,0,0,1,0
124,0,0,0,0,0,0,0,0,1,0
125,0,0,0,0,0,0,0,0,1,0
126,0,0,0,0,0,0,0,0,1,0
127,0,0,0,0,0,0,0,0,1,0
128,0,0,0,0,0,0,0,0,1,0
129,0,0,0,0,0,0,0,0,1,0
130,0,0,0,0,0,0,0,0,1,0
131,0,0,0,0,0,0,0,0,0,0
132,1,0,1,1,1,1,1,1,0,1
133,1,0,1,1,1,1,1,1,0,1
134,1,0,1,1,1,1,1,1,0,1
135,1,0,1,1,1,1,1,1,0,1
136,1,0,1,1,1,1,1,1,0,1
137,1,0,1,1,1,1,1,1,0,1
138,1,0,1,1,1,1,1,1,0,1
139,1,0,1,1,1,1,1,1,0,1
140,1,0,1,1,1,1,1,1,0,1
141,1,0,1,1,1,1,1,1,0,1
142,1,0,1,1,1,1,1,1,0,1
143,0,0,0,1,1,1,1,0,0,1
144,0,0,0,1,1,1,1,0,0,1
145,0,0,0,1,1,1,1,0,0,1
146,0,0,0,1,1,1,1,0,0,1
147,0,0,0,1,1,1,1,0,0,1
148,0,0,0,1,1,1,1,0,0,1
149,0,0,0,1,1,1,1,0,0,1
150,0,0,0,1,1,1,1,0,0,1
151,0,0,0,1,1,1,1,0,0,1
152,0,0,0,1,1,1,1,0,0,1
153,0,0,0,1,1,1,1,0,0,1
154,0,0,0,1,1,1,1,0,0,1
155,0,0,0,1,1,1,1,0,0,1
156,0,0,0,1,1,1,1,0,0,1
157,0,0,0,1,1,1,1,0,0,1
158,0,0,0,1,1,1,1,0,0,1
159,0,0,0,1,1,1,1,0,0,1
160,0,0,0,1,1,1,1,0,0,1
161,0,0,0,1,1,1,1,0,0,1
162,0,0,0,1,1,1,1,0,0,1
163,0,0,0,1,1,1,1,0,0,1
164,0,0,0,1,1,1,1,0,0,1
165,0,0,0,1,1,1,1,0,0,1
166,0,0,0,1,1,1,1,0,0,1
167,0,0,0,1,1,1,1,0,0,1
168,0,0,0,1,1,1,1,0,0,1
169,0,0,0,1,1,1,1,0,0,1
170,0,0,0,1,0,1,1,0,0,0
171,0,0,0,1,0,1,1,0,0,0
172,0,0,0,1,0,1,1,0,0,0
173,0,0,0,1,0,1,1,0,0,0
174,0,0,0,1,0,1,1,0,0,0
175,0,0,0,1,0,1,1,0,0,0
176,0,0,0,1,0,1,1,0,0,0
177,0,0,0,1,0,1,1,0,0,0
178,0,0,0,1,0,1,1,0,0,0
179,0,0,0,1,0,1,1,0,0,0
180,0,0,0,1,0,1,1,0,0,0
181,0,0,0,1,0,1,1,0,0,0
182,0,0,0,1,0,1,1,0,0,0
183,0,0,0,1,0,1,1,0,0,0
184,0,0,0,1,0,1,1,0,0,0
185,0,0,0,1,0,1,1,0,0,0
186,0,0,0,1,0,1,1,0,0,0
187,0,0,0,1,0,1,1,0,0,0
188,0,0,0,1,0,1,1,0,0,0
189,0,0,0,1,0,1,1,0,0,0
190,0,0,0,1,0,1,1,0,0,0
191,0,0,0,1,0,1,1,0,0,0
192,0,0,0,1,0,1,1,0,0,0
193,0,0,0,1,0,1,1,0,0,0
194,0,0,0,1,0,1,1,0,0,0
195,0,0,0,1,0,1,1,0,0,0
196,0,0,0,0,0,1,1,0,0,0
197,0,0,0,0,0,1,1,0,0,0
198,0,0,0,0,0,1,1,0,0,0
199,0,0,0,0,0,1,1,0,0,0
200,0,0,0,0,0,1,1,0,0,0
201,0,0,0,0,0,1,1,0,0,0
202,0,0,0,0,0,1,1,0,0,0
203,0,0,0,0,0,1,1,0,0,0
204,0,0,0,0,0,1,1,0,0,0
205,0,0,0,0,0,1,1,0,0,0
206,0,0,0,0,0,1,1,0,0,0
207,0,0,0,0,0,1,1,0,0,0
208,0,0,0,0,0,1,1,0,0,0
209,0,0,0,0,0,1,1,0,0,0
210,0,0,0,0,0,1,1,0,0,0
211,0,0,0,0,0,1,1,0,0,0
212,0,0,0,0,0,1,1,0,0,0
213,0,0,0,0,0,1,1,0,0,0
214,0,0,0,0,0,1,1,0,0,0
215,0,0,0,0,0,1,1,0,0,0
216,0,0,0,0,0,1,1,0,0,0
217,0,0,0,0,0,1,1,0,0,0
218,0,0,0,0,0,1,1,0,0,0
219,0,0,0,0,0,1,1,0,0,0
220,0,0,0,0,0,1,1,0,0,0
221,0,0,0,0,0,1,1,0,0,0
222,0,0,0,0,0,1,1,0,0,0
223,0,0,0,0,0,1,1,0,0,0
224,0,0,0,0,0,1,1,0,0,0
225,0,0,0,0,0,1,1,0,0,0
226,0,0,0,0,0,1,1,0,0,0
227,0,0,0,0,0,1,1,0,0,0
228,0,0,0,0,0,1,1,0,0,0
229,0,0,0,0,0,0,1,0,0,0
230,0,0,0,0,0,0,1,0,0,0
231,0,0,0,0,0,0,1,0,0,0
232,0,0,0,0,0,0,1,0,0,0
233,0,0,0,0,0,0,1,0,0,0
234,0,0,0,0,0,0,1,0,0,0
235,0,0,0,0,0,0,1,0,0,0
236,0,0,0,0,0,0,1,0,0,0
237,0,0,0,0,0,0,1,0,0,0
238,0,0,0,0,0,0,1,0,0,0
239,0,0,0,0,0,0,1,0,0,0
240,0,0,0,0,0,0,1,0,0,0
241,0,0,0,0,0,0,1,0,0,0
242,0,0,0,0,0,0,1,0,0,0
243,0,0,0,0,0,0,1,0,0,0
244,0,0,0,0,0,0,1,0,0,0
245,0,0,0,0,0,0,1,0,0,0
246,0,0,0,0,0,0,1,0,0,0
247,0,0,0,0,0,0,1,0,0,0
248,0,0,0,0,0,0,1,0,0,0
249,0,0,0,0,0,0,1,0,0,0
250,0,0,0,0,0,0,1,0,0,0
251,0,0,0,0,0,0,1,0,0,0
252,0,0,0,0,0,0,1,0,0,0
253,0,0,0,0,0,0,1,0,0,0
254,0,0,0,0,0,0,1,0,0,0
255,0,0,0,0,0,0,1,0,0,0
256,0,0,0,0,0,0,1,0,0,0
257,0,0,0,0,0,0,1,0,0,0
258,0,0,0,0,0,0,1,0,0,0
259,0,0,0,0,0,0,1,0,0,0
260,0,0,0,0,0,0,1,0,0,0
261,0,0,0,0,0,0,1,0,0,0
262,0,0,0,0,0,0,1,0,0,0
263,0,0,0,0,0,0,1,0,0,0
264,0,0,0,0,0,0,1,0,0,0
265,0,0,0,0,0,0,1,0,0,0
266,0,0,0,0,0,0,1,0,0,0
267,0,0,0,0,0,0,1,0,0,0
268,0,0,0,0,0,0,1,0,0,0
269,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,1,0,0,0
272,0,0,0,0,0,0,1,0,0,0
273,0,0,0,0,0,0,1,0,0,0
274,0,0,0,0,0,0,1,0,0,0
275,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,1,0,0,0,0,1
278,0,0,0,0,1,0,0,0,0,1
279,0,0,0,0,1,0,0,0,0,1
280,0,0,0,0,1,0,0,0,0,1
281,0,0,0,0,1,0,0,0,0,1
282,0,0,0,0,1,0,0,0,0,1
283,0,0,0,0,1,0,0,0,0,1
284,0,0,0,0,1,0,0,0,0,1
285,0,0,0,0,1,0,0,0,0,1
286,0,0,0,0,1,0,0,0,0,1
287,0,0,0,0,1,0,0,0,0,1
288,0,0,0,0,1,0,0,0,0,1
289,0,0,0,0,1,0,0,0,0,1
290,0,0,0,0,1,0,0,0,0,1
291,0,0,0,0,1,0,0,0,0,1
292,0,0,0,0,1,0,0,0,0,1
293,0,0,0,0,1,0,0,0,0,1
294,0,0,0,0,1,0,0,0,0,1
295,0,0,0,0,1,0,0,0,0,1
296,0,0,0,0,1,0,0,0,0,1
297,0,0,0,0,1,0,0,0,0,1
298,0,0,0,0,1,0,0,0,0,1
299,0,0,0,0,1,0,0,0,0,1
300,0,0,0,0,1,0,0,0,0,1
301,0,0,0,0,1,0,0,0,0,1
302,0,0,0,0,1,0,0,0,0,1
303,0,0,0,0,1,0,0,0,0,1
304,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,1,0,0,0,0,1
312,0,0,0,0,1,0,0,0,0,1
313,0,0,0,0,1,0,0,0,0,1
314,0,0,0,0,1,0,0,0,0,1
315,0,0,0,0,1,0,0,0,0,0
316,0,0,0,0,1,0,0,0,0,0
317,0,0,0,0,1,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0
320,1,0,1,0,0,0,0,1,0,0
321,1,0,1,0,0,0,0,1,0,0
322,1,0,1,0,0,0,0,1,0,0
323,1,0,1,0,0,0,0,1,0,0
324,1,0,1,0,0,0,0,1,0,0
325,1,0,1,0,0,0,0,1,0,0
326,1,0,1,0,0,0,0,1,0,0
327,1,0,1,0,0,0,0,1,0,0
328,1,0,1,0,0,0,0,1,0,0
329,1,0,1,0,0,0,0,1,0,0
330,1,0,1,0,0,0,0,1,0,0
331,1,0,1,0,0,0,0,1,0,0
332,1,0,1,0,0,0,0,1,0,0
333,1,0,1,0,0,0,0,1,0,0
334,1,0,1,0,0,0,0,1,0,0
335,1,0,1,0,0,0,0,1,0,0
336,1,0,1,0,0,0,0,1,0,0
337,1,0,1,0,0,0,0,1,0,0
338,1,0,1,0,0,0,0,1,0,0
339,1,0,1,0,0,0,0,1,0,0
340,1,0,1,0,0,0,0,1,0,0
341,1,0,1,0,0,0,0,1,0,0
342,1,0,1,0,0,0,0,1,0,0
343,1,0,1,0,0,0,0,1,0,0
344,1,0,1,0,0,0,0,1,0,0
345,1,0,1,0,0,0,0,1,0,0
346,1,0,0,0,0,0,0,0,0,0
347,1,0,0,0,0,0,0,0,0,0
348,1,0,0,0,0,0,0,0,0,0
349,1,0,0,0,0,0,0,0,0,0
350,1,0,0,0,0,0,0,0,0,0
351,1,0,0,0,0,0,0,0,0,0
352,1,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0
354,0,0,1,0,0,0,0,1,0,0
355,0,0,1,0,0,0,0,1,0,0
356,0,0,1,0,0,0,0,1,0,0
357,0,0,1,0,0,0,0,1,0,0
358,0,0,1,0,0,0,0,1,0,0
359,0,0,1,0,0,0,0,1,0,0
360,0,0,1,0,0,0,0,1,0,0
361,0,0,1,0,0,0,0,1,0,0
362,0,0,1,0,0,0,0,0,0,0
363,0,0,1,0,0,0,0,0,0,0
364,0,0,1,0,0,0,0,0,0,0
365,0,0,1,0,0,0,0,0,0,0
366,0,0,1,0,0,0,0,0,0,0
367,0,0,1,0,0,0,0,0,0,0
368,0,0,1,0,0,0,0,0,0,0
369,0,0,1,0,0,0,0,0,0,0
370,0,0,1,0,0,0,0,0,0,0
371,0,0,1,0,0,0,0,0,0,0
372,0,0,1,0,0,0,0,0,0,0
373,0,0,1,0,0,0,0,0,0,0
374,0,0,1,0,0,0,0,0,0,0
375,0,0,1,0,0,0,0,0,0,0
376,0,0,1,0,0,0,0,0,0,0
377,0,0,1,0,0,0,0,0,0,0
378,0,0,1,0,0,0,0,0,0,0
379,0,0,1,0,0,0,0,0,0,0
380,0,0,1,0,0,0,0,0,0,0
381,0,0,1,0,0,0,0,0,0,0
382,0,0,1,0,0,0,0,0,0,0
383,0,0,1,0,0,0,0,0,0,0
384,0,0,1,0,0,0,0,0,0,0
385,0,0,1,0,0,0,0,0,0,0
386,0,0,1,0,0,0,0,0,0,0
387,0,0,1,0,0,0,0,0,0,0
388,0,0,1,0,0,0,0,0,0,0
389,0,0,1,0,0,0,0,0,0,0
390,0,0,1,0,0,0,0,0,0,0
391,0,0,1,0,0,0,0,0,0,0
392,0,0,1,0,0,0,0,0,0,0
393,0,0,1,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,1,0,0
404,0,0,0,0,0,0,0,1,0,0
405,0,0,0,0,0,0,0,1,0,0
406,0,0,0,0,0,0,0,1,0,0
407,0,0,0,0,0,0,0,1,0,0
408,0,0,0,0,0,0,0,1,0,0
409,0,0,0,0,0,0,0,1,0,0
410,0,0,0,0,0,0,0,1,0,0
411,0,0,0,0,0,0,0,1,0,0
412,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0
