muts,s1_c1,s2_c2,s3_c1,s4_c2,s5_c2,s6_c1,s7_c1,s8_c2,s9_c1,s10_c2
119,0,1,0,0,0,0,0,1,0,1
120,0,1,0,0,0,0,0,1,0,1
121,0,1,0,0,0,0,0,1,0,1
122,0,1,0,0,0,0,0,1,0,1
123,0,1,0,0,0,0,0,1,0,1
124,0,1,0,0,0,0,0,1,0,1
125,0,1,0,0,0,0,0,1,0,1
126,0,1,0,0,0,0,0,1,0,1
127,0,1,0,0,0,0,0,1,0,1
128,0,1,0,0,0,0,0,1,0,1
129,0,1,0,0,0,0,0,1,0,1
130,0,1,0,0,0,0,0,1,0,1
131,0,1,0,0,0,0,0,1,0,1
132,0,1,0,0,0,0,0,1,0,1
133,0,1,0,0,0,0,0,1,0,1
134,0,1,0,0,0,0,0,1,0,1
135,0,1,0,0,0,0,0,1,0,1
136,0,1,0,0,0,0,0,1,0,1
137,0,1,0,0,0,0,0,1,0,1
138,0,1,0,0,0,0,0,1,0,1
139,0,1,0,0,0,0,0,1,0,1
140,0,1,0,0,0,0,0,1,0,1
141,0,1,0,0,0,0,0,1,0,1
142,0,1,0,0,0,0,0,1,0,1
143,0,1,0,0,0,0,0,1,0,1
144,0,1,0,0,0,0,0,1,0,1
145,0,1,0,0,0,0,0,1,0,1
146,0,1,0,0,0,0,0,1,0,1
147,0,1,0,0,0,0,0,1,0,1
148,0,1,0,0,0,0,0,1,0,1
149,0,1,0,0,0,0,0,1,0,1
150,0,1,0,0,0,0,0,1,0,1
151,0,1,0,0,0,0,0,1,0,1
152,0,1,0,0,0,0,0,1,0,1
153,0,1,0,0,0,0,0,1,0,1
154,0,1,0,0,0,0,0,1,0,1
155,0,1,0,0,0,0,0,1,0,1
156,0,1,0,0,0,0,0,1,0,1
157,0,1,0,0,0,0,0,1,0,1
158,0,1,0,0,0,0,0,1,0,1
159,0,1,0,0,0,0,0,1,0,1
160,0,1,0,0,0,0,0,1,0,1
161,0,1,0,0,0,0,0,1,0,1
162,0,1,0,0,0,0,0,1,0,1
163,0,1,0,0,0,0,0,1,0,1
164,0,1,0,0,0,0,0,1,0,1
165,0,1,0,0,0,0,0,1,0,1
166,0,1,0,0,0,0,0,1,0,1
167,0,1,0,0,0,0,0,1,0,1
168,0,1,0,0,0,0,0,1,0,1
169,0,1,0,0,0,0,0,1,0,1
170,0,1,0,0,0,0,0,1,0,1
171,0,1,0,0,0,0,0,1,0,1
172,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0
180,0,1,0,0,0,0,0,1,0,1
181,0,1,0,0,0,0,0,1,0,1
182,0,1,0,0,0,0,0,1,0,1
183,0,1,0,0,0,0,0,1,0,1
184,0,1,0,0,0,0,0,1,0,1
185,0,1,0,0,0,0,0,1,0,1
186,0,1,0,0,0,0,0,1,0,1
187,0,1,0,0,0,0,0,1,0,1
188,0,1,0,0,0,0,0,1,0,1
189,0,1,0,0,0,0,0,1,0,1
190,0,1,0,0,0,0,0,1,0,1
191,0,1,0,0,0,0,0,1,0,1
192,0,1,0,0,0,0,0,1,0,1
193,0,1,0,0,0,0,0,1,0,1
194,0,1,0,0,0,0,0,1,0,1
195,0,0,0,0,0,0,0,1,0,1
196,0,0,0,0,0,0,0,1,0,1
197,0,0,0,0,0,0,0,1,0,0
198,0,0,0,0,0,0,0,1,0,0
199,0,1,0,0,0,0,0,0,0,0
200,0,1,0,0,0,0,0,0,0,0
201,0,1,0,0,0,0,0,0,0,0
202,0,1,0,0,0,0,0,0,0,0
203,0,1,0,0,0,0,0,0,0,0
204,0,1,0,0,0,0,0,0,0,0
205,0,1,0,0,0,0,0,0,0,0
206,0,1,0,0,0,0,0,0,0,0
207,0,1,0,0,0,0,0,0,0,0
208,0,1,0,0,0,0,0,0,0,0
209,0,1,0,0,0,0,0,0,0,0
210,0,1,0,0,0,0,0,0,0,0
211,0,1,0,0,0,0,0,0,0,0
212,0,1,0,0,0,0,0,0,0,0
213,0,1,0,0,0,0,0,0,0,0
214,0,1,0,0,0,0,0,0,0,0
215,0,1,0,0,0,0,0,0,0,0
216,0,1,0,0,0,0,0,0,0,0
217,0,1,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0
230,0,0,0,1,1,0,0,0,0,0
231,0,0,0,1,1,0,0,0,0,0
232,0,0,0,1,1,0,0,0,0,0
233,0,0,0,1,1,0,0,0,0,0
234,0,0,0,1,1,0,0,0,0,0
235,0,0,0,1,1,0,0,0,0,0
236,0,0,0,1,1,0,0,0,0,0
237,0,0,0,1,1,0,0,0,0,0
238,0,0,0,1,1,0,0,0,0,0
239,0,0,0,1,1,0,0,0,0,0
240,0,0,0,1,1,0,0,0,0,0
241,0,0,0,1,1,0,0,0,0,0
242,0,0,0,1,0,0,0,0,0,0
243,0,0,0,1,0,0,0,0,0,0
244,0,0,0,1,0,0,0,0,0,0
245,0,0,0,1,0,0,0,0,0,0
246,0,0,0,1,0,0,0,0,0,0
247,0,0,0,1,0,0,0,0,0,0
248,0,0,0,1,0,0,0,0,0,0
249,0,0,0,1,0,0,0,0,0,0
250,0,0,0,1,0,0,0,0,0,0
251,0,0,0,1,0,0,0,0,0,0
252,0,0,0,1,0,0,0,0,0,0
253,0,0,0,1,0,0,0,0,0,0
254,0,0,0,1,0,0,0,0,0,0
255,0,0,0,1,0,0,0,0,0,0
256,0,0,0,1,0,0,0,0,0,0
257,0,0,0,1,0,0,0,0,0,0
258,0,0,0,1,0,0,0,0,0,0
259,0,0,0,1,0,0,0,0,0,0
260,0,0,0,1,0,0,0,0,0,0
261,0,0,0,1,0,0,0,0,0,0
262,0,0,0,1,0,0,0,0,0,0
263,0,0,0,1,0,0,0,0,0,0
264,0,0,0,1,0,0,0,0,0,0
265,0,0,0,1,0,0,0,0,0,0
266,0,0,0,1,0,0,0,0,0,0
267,1,0,1,0,0,1,1,0,1,0
268,1,0,1,0,0,1,1,0,1,0
269,1,0,1,0,0,1,1,0,1,0
270,1,0,1,0,0,1,1,0,1,0
271,1,0,1,0,0,1,1,0,1,0
272,1,0,1,0,0,1,1,0,1,0
273,1,0,1,0,0,1,1,0,1,0
274,1,0,1,0,0,1,1,0,1,0
275,1,0,1,0,0,1,1,0,1,0
276,1,0,1,0,0,1,1,0,1,0
277,1,0,1,0,0,1,1,0,1,0
278,1,0,1,0,0,1,1,0,1,0
279,1,0,1,0,0,1,1,0,1,0
280,1,0,1,0,0,1,1,0,1,0
281,1,0,1,0,0,1,1,0,1,0
282,1,0,1,0,0,1,1,0,1,0
283,1,0,1,0,0,1,1,0,1,0
284,1,0,1,0,0,1,1,0,1,0
285,1,0,1,0,0,1,1,0,1,0
286,1,0,1,0,0,1,1,0,1,0
287,1,0,1,0,0,1,1,0,1,0
288,1,0,1,0,0,1,1,0,1,0
289,1,0,1,0,0,1,1,0,1,0
290,1,0,1,0,0,1,1,0,1,0
291,1,0,1,0,0,1,1,0,1,0
292,1,0,1,0,0,1,1,0,1,0
293,1,0,1,0,0,1,1,0,1,0
294,1,0,1,0,0,1,1,0,1,0
295,1,0,1,0,0,1,1,0,1,0
296,1,0,1,0,0,1,1,0,1,0
297,1,0,1,0,0,1,1,0,1,0
298,1,0,1,0,0,1,1,0,1,0
299,1,0,1,0,0,1,1,0,1,0
300,1,0,1,0,0,1,1,0,1,0
301,1,0,1,0,0,1,1,0,1,0
302,1,0,1,0,0,1,1,0,1,0
303,1,0,1,0,0,1,1,0,1,0
304,1,0,1,0,0,1,1,0,1,0
305,1,0,1,0,0,1,1,0,1,0
306,1,0,1,0,0,1,1,0,1,0
307,1,0,1,0,0,1,1,0,1,0
308,1,0,1,0,0,1,1,0,1,0
309,1,0,1,0,0,1,1,0,1,0
310,1,0,1,0,0,1,1,0,1,0
311,1,0,1,0,0,1,1,0,1,0
312,1,0,1,0,0,1,1,0,1,0
313,1,0,1,0,0,1,1,0,1,0
314,1,0,1,0,0,1,1,0,1,0
315,1,0,1,0,0,1,1,0,1,0
316,1,0,1,0,0,1,1,0,1,0
317,1,0,1,0,0,1,1,0,1,0
318,1,0,1,0,0,1,1,0,1,0
319,1,0,1,0,0,1,1,0,1,0
320,1,0,1,0,0,1,1,0,1,0
321,1,0,1,0,0,1,1,0,1,0
322,1,0,1,0,0,1,1,0,1,0
323,1,0,1,0,0,1,1,0,1,0
324,1,0,1,0,0,1,1,0,1,0
325,1,0,1,0,0,1,1,0,1,0
326,1,0,1,0,0,1,1,0,1,0
327,1,0,1,0,0,1,1,0,1,0
328,1,0,1,0,0,1,1,0,1,0
329,1,0,1,0,0,1,1,0,1,0
330,1,0,1,0,0,1,1,0,1,0
331,1,0,1,0,0,1,1,0,1,0
332,1,0,1,0,0,1,1,0,1,0
333,1,0,1,0,0,1,1,0,1,0
334,1,0,1,0,0,1,1,0,1,0
335,1,0,1,0,0,1,1,0,1,0
336,1,0,1,0,0,0,0,0,1,0
337,1,0,1,0,0,0,0,0,1,0
338,1,0,1,0,0,0,0,0,1,0
339,1,0,1,0,0,0,0,0,1,0
340,1,0,1,0,0,0,0,0,1,0
341,1,0,1,0,0,0,0,0,1,0
342,1,0,1,0,0,0,0,0,1,0
343,1,0,1,0,0,0,0,0,1,0
344,1,0,1,0,0,0,0,0,1,0
345,1,0,1,0,0,0,0,0,1,0
346,1,0,1,0,0,0,0,0,1,0
347,1,0,1,0,0,0,0,0,1,0
348,1,0,1,0,0,0,0,0,1,0
349,1,0,1,0,0,0,0,0,1,0
350,1,0,1,0,0,0,0,0,1,0
351,1,0,1,0,0,0,0,0,1,0
352,1,0,1,0,0,0,0,0,1,0
353,1,0,1,0,0,0,0,0,1,0
354,1,0,1,0,0,0,0,0,1,0
355,1,0,1,0,0,0,0,0,1,0
356,1,0,1,0,0,0,0,0,1,0
357,1,0,1,0,0,0,0,0,1,0
358,1,0,1,0,0,0,0,0,1,0
359,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0
542,1,0,1,0,0,0,0,0,1,0
543,1,0,1,0,0,0,0,0,1,0
544,1,0,1,0,0,0,0,0,1,0
545,1,0,1,0,0,0,0,0,1,0
546,1,0,1,0,0,0,0,0,1,0
547,1,0,1,0,0,0,0,0,1,0
548,1,0,1,0,0,0,0,0,1,0
549,1,0,1,0,0,0,0,0,1,0
550,1,0,1,0,0,0,0,0,1,0
551,1,0,1,0,0,0,0,0,1,0
552,1,0,1,0,0,0,0,0,1,0
553,1,0,1,0,0,0,0,0,1,0
554,1,0,1,0,0,0,0,0,1,0
555,1,0,1,0,0,0,0,0,1,0
556,1,0,1,0,0,0,0,0,1,0
557,1,0,1,0,0,0,0,0,1,0
558,1,0,1,0,0,0,0,0,1,0
559,1,0,1,0,0,0,0,0,1,0
560,1,0,1,0,0,0,0,0,1,0
561,1,0,1,0,0,0,0,0,1,0
562,1,0,1,0,0,0,0,0,1,0
563,1,0,1,0,0,0,0,0,1,0
564,1,0,1,0,0,0,0,0,1,0
565,1,0,1,0,0,0,0,0,1,0
566,1,0,1,0,0,0,0,0,1,0
567,1,0,1,0,0,0,0,0,0,0
568,1,0,1,0,0,0,0,0,0,0
569,1,0,1,0,0,0,0,0,0,0
570,1,0,1,0,0,0,0,0,0,0
571,1,0,1,0,0,0,0,0,0,0
572,1,0,1,0,0,0,0,0,0,0
573,1,0,1,0,0,0,0,0,0,0
574,1,0,1,0,0,0,0,0,0,0
575,1,0,1,0,0,0,0,0,0,0
576,1,0,1,0,0,0,0,0,0,0
577,1,0,1,0,0,0,0,0,0,0
578,1,0,1,0,0,0,0,0,0,0
579,1,0,1,0,0,0,0,0,0,0
580,1,0,1,0,0,0,0,0,0,0
581,1,0,1,0,0,0,0,0,0,0
582,1,0,1,0,0,0,0,0,0,0
583,1,0,1,0,0,0,0,0,0,0
584,1,0,1,0,0,0,0,0,0,0
585,1,0,1,0,0,0,0,0,0,0
586,1,0,1,0,0,0,0,0,0,0
587,1,0,1,0,0,0,0,0,0,0
588,1,0,1,0,0,0,0,0,0,0
589,1,0,1,0,0,0,0,0,0,0
590,1,0,1,0,0,0,0,0,0,0
591,1,0,1,0,0,0,0,0,0,0
592,1,0,1,0,0,0,0,0,0,0
593,1,0,1,0,0,0,0,0,0,0
594,1,0,1,0,0,0,0,0,0,0
595,1,0,1,0,0,0,0,0,0,0
596,1,0,1,0,0,0,0,0,0,0
597,1,0,1,0,0,0,0,0,0,0
598,1,0,1,0,0,0,0,0,0,0
599,1,0,1,0,0,0,0,0,0,0
600,1,0,1,0,0,0,0,0,0,0
601,1,0,1,0,0,0,0,0,0,0
602,1,0,1,0,0,0,0,0,0,0
603,1,0,1,0,0,0,0,0,0,0
604,1,0,1,0,0,0,0,0,0,0
605,1,0,1,0,0,0,0,0,0,0
606,1,0,1,0,0,0,0,0,0,0
607,1,0,1,0,0,0,0,0,0,0
608,1,0,1,0,0,0,0,0,0,0
609,1,0,1,0,0,0,0,0,0,0
610,1,0,1,0,0,0,0,0,0,0
611,1,0,1,0,0,0,0,0,0,0
612,1,0,1,0,0,0,0,0,0,0
613,1,0,1,0,0,0,0,0,0,0
614,1,0,1,0,0,0,0,0,0,0
615,1,0,1,0,0,0,0,0,0,0
616,1,0,1,0,0,0,0,0,0,0
617,1,0,1,0,0,0,0,0,0,0
618,1,0,1,0,0,0,0,0,0,0
619,1,0,1,0,0,0,0,0,0,0
620,1,0,1,0,0,0,0,0,0,0
621,1,0,1,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0
627,1,0,1,0,0,0,0,0,0,0
628,1,0,1,0,0,0,0,0,0,0
629,1,0,1,0,0,0,0,0,0,0
630,1,0,1,0,0,0,0,0,0,0
