muts,s1_c2,s2_c1,s3_c2,s4_c1,s5_c2,s6_c1,s7_c1,s8_c2,s9_c2,s10_c2
72,1,0,1,0,1,0,0,1,1,1
73,1,0,1,0,1,0,0,1,1,1
74,1,0,1,0,1,0,0,1,1,1
75,1,0,1,0,1,0,0,1,1,1
76,1,0,1,0,1,0,0,1,1,1
77,1,0,1,0,1,0,0,1,1,1
78,1,0,1,0,1,0,0,1,1,1
79,1,0,1,0,1,0,0,1,1,1
80,1,0,1,0,1,0,0,1,1,1
81,1,0,1,0,1,0,0,1,1,1
82,1,0,1,0,1,0,0,1,1,1
83,1,0,1,0,1,0,0,1,1,1
84,1,0,1,0,1,0,0,1,1,1
85,1,0,1,0,1,0,0,1,1,1
86,1,0,1,0,1,0,0,1,1,1
87,1,0,1,0,1,0,0,1,1,1
88,1,0,1,0,1,0,0,1,1,1
89,1,0,1,0,1,0,0,1,1,1
90,1,0,1,0,1,0,0,1,1,1
91,1,0,1,0,1,0,0,1,1,1
92,1,0,1,0,1,0,0,1,1,1
93,1,0,1,0,1,0,0,1,1,1
94,1,0,1,0,1,0,0,1,1,1
95,1,0,1,0,1,0,0,1,1,1
96,1,0,1,0,1,0,0,1,1,1
97,1,0,1,0,1,0,0,1,1,1
98,1,0,1,0,1,0,0,1,1,1
99,1,0,1,0,1,0,0,1,1,1
100,1,0,1,0,1,0,0,1,1,1
101,1,0,1,0,1,0,0,1,1,1
102,1,0,1,0,1,0,0,1,1,1
103,1,0,1,0,1,0,0,1,1,1
104,1,0,1,0,1,0,0,1,1,1
105,1,0,1,0,1,0,0,1,1,1
106,1,0,1,0,1,0,0,1,1,1
107,1,0,1,0,1,0,0,1,1,1
108,1,0,1,0,1,0,0,1,1,1
109,1,0,1,0,1,0,0,1,1,1
110,1,0,1,0,1,0,0,1,1,1
111,1,0,1,0,1,0,0,1,1,1
112,1,0,1,0,1,0,0,1,1,1
113,1,0,1,0,1,0,0,1,1,1
114,1,0,1,0,1,0,0,1,1,1
115,1,0,1,0,1,0,0,1,1,1
116,1,0,1,0,1,0,0,1,1,1
117,1,0,1,0,1,0,0,1,1,1
118,1,0,1,0,1,0,0,1,1,1
119,1,0,1,0,1,0,0,1,1,1
120,1,0,1,0,1,0,0,1,1,1
121,1,0,1,0,1,0,0,1,1,1
122,1,0,1,0,1,0,0,1,1,1
123,1,0,1,0,1,0,0,1,1,1
124,1,0,1,0,1,0,0,1,1,1
125,1,0,1,0,1,0,0,1,1,1
126,1,0,1,0,1,0,0,1,1,1
127,1,0,1,0,1,0,0,1,1,1
128,1,0,1,0,1,0,0,1,1,1
129,1,0,1,0,1,0,0,1,1,1
130,1,0,1,0,1,0,0,1,1,1
131,1,0,1,0,1,0,0,1,1,1
132,1,0,1,0,1,0,0,1,1,1
133,1,0,1,0,1,0,0,1,1,1
134,1,0,1,0,1,0,0,1,1,1
135,1,0,1,0,1,0,0,1,1,1
136,1,0,1,0,1,0,0,1,1,1
137,1,0,1,0,1,0,0,1,1,1
138,1,0,1,0,1,0,0,1,1,1
139,1,0,1,0,1,0,0,1,1,1
140,1,0,1,0,1,0,0,1,1,1
141,1,0,1,0,1,0,0,1,1,1
142,1,0,1,0,1,0,0,1,1,1
143,1,0,1,0,1,0,0,1,1,1
144,1,0,1,0,1,0,0,1,1,1
145,1,0,1,0,1,0,0,1,1,1
146,1,0,1,0,1,0,0,1,1,1
147,1,0,1,0,1,0,0,1,1,1
148,1,0,1,0,1,0,0,1,1,1
149,1,0,1,0,1,0,0,1,1,1
150,1,0,1,0,1,0,0,1,1,1
151,1,0,1,0,1,0,0,1,1,1
152,1,0,1,0,1,0,0,1,1,1
153,1,0,1,0,1,0,0,1,1,1
154,1,0,1,0,1,0,0,1,1,1
155,1,0,1,0,1,0,0,1,1,1
156,1,0,1,0,1,0,0,1,1,1
157,1,0,1,0,1,0,0,1,1,1
158,1,0,1,0,1,0,0,1,1,1
159,1,0,1,0,1,0,0,1,1,1
160,1,0,1,0,1,0,0,1,1,1
161,1,0,1,0,1,0,0,1,1,1
162,1,0,1,0,1,0,0,1,1,1
163,1,0,1,0,1,0,0,1,1,1
164,1,0,1,0,1,0,0,1,1,1
165,1,0,1,0,1,0,0,1,1,1
166,1,0,1,0,1,0,0,1,1,1
167,1,0,1,0,1,0,0,1,1,1
168,1,0,1,0,1,0,0,1,1,1
169,1,0,1,0,1,0,0,1,1,1
170,1,0,1,0,1,0,0,1,1,1
171,1,0,1,0,1,0,0,1,1,1
172,1,0,1,0,1,0,0,1,1,1
173,1,0,1,0,1,0,0,1,1,1
174,1,0,1,0,1,0,0,1,1,1
175,1,0,1,0,1,0,0,1,1,1
176,1,0,1,0,1,0,0,1,1,1
177,1,0,1,0,1,0,0,1,1,1
178,1,0,1,0,1,0,0,1,1,1
179,1,0,1,0,1,0,0,1,1,1
180,1,0,1,0,1,0,0,1,1,1
181,1,0,1,0,1,0,0,1,1,1
182,1,0,1,0,1,0,0,1,1,1
183,1,0,1,0,1,0,0,1,1,1
184,1,0,1,0,1,0,0,1,1,1
185,1,0,1,0,1,0,0,1,1,1
186,1,0,1,0,1,0,0,1,1,1
187,1,0,1,0,1,0,0,1,1,1
188,1,0,1,0,1,0,0,1,1,1
189,1,0,1,0,1,0,0,1,1,1
190,1,0,1,0,1,0,0,1,1,1
191,1,0,1,0,1,0,0,1,1,1
192,1,0,1,0,1,0,0,1,1,1
193,1,0,1,0,1,0,0,1,1,1
194,1,0,1,0,1,0,0,1,1,1
195,1,0,1,0,1,0,0,1,1,1
196,1,0,1,0,1,0,0,1,1,1
197,1,0,1,0,1,0,0,1,1,1
198,1,0,1,0,1,0,0,1,1,1
199,1,0,1,0,1,0,0,1,1,1
200,1,0,1,0,1,0,0,1,1,1
201,1,0,1,0,1,0,0,1,1,1
202,1,0,1,0,1,0,0,1,1,1
203,1,0,1,0,1,0,0,1,1,1
204,1,0,1,0,1,0,0,1,1,1
205,1,0,1,0,1,0,0,1,1,1
206,1,0,1,0,1,0,0,1,1,1
207,1,0,1,0,1,0,0,1,1,1
208,1,0,1,0,1,0,0,1,1,1
209,1,0,1,0,1,0,0,1,1,1
210,1,0,1,0,1,0,0,1,1,1
211,1,0,1,0,1,0,0,1,1,1
212,1,0,1,0,1,0,0,1,1,1
213,1,0,1,0,1,0,0,1,1,1
214,1,0,1,0,1,0,0,1,1,1
215,1,0,1,0,1,0,0,1,1,1
216,1,0,1,0,1,0,0,1,1,1
217,1,0,1,0,1,0,0,1,1,1
218,1,0,1,0,1,0,0,1,1,1
219,1,0,1,0,1,0,0,1,1,1
220,1,0,1,0,1,0,0,1,1,1
221,1,0,1,0,1,0,0,1,1,1
222,1,0,1,0,1,0,0,1,1,1
223,1,0,1,0,1,0,0,1,1,1
224,1,0,1,0,1,0,0,1,1,1
225,1,0,1,0,1,0,0,1,1,1
226,1,0,1,0,1,0,0,1,1,1
227,1,0,1,0,1,0,0,1,1,1
228,1,0,1,0,1,0,0,1,1,1
229,1,0,1,0,1,0,0,1,1,1
230,1,0,1,0,1,0,0,1,1,1
231,1,0,1,0,1,0,0,1,1,1
232,1,0,1,0,1,0,0,1,1,1
233,1,0,1,0,1,0,0,1,1,1
234,1,0,1,0,1,0,0,1,1,1
235,1,0,1,0,1,0,0,1,1,1
236,1,0,1,0,1,0,0,1,1,1
237,1,0,1,0,1,0,0,1,1,1
238,1,0,1,0,1,0,0,1,1,1
239,1,0,1,0,1,0,0,1,1,1
240,1,0,1,0,1,0,0,1,1,1
241,0,0,1,0,1,0,0,0,0,0
242,0,0,1,0,1,0,0,0,0,0
243,0,0,1,0,1,0,0,0,0,0
244,0,0,1,0,1,0,0,0,0,0
245,0,0,1,0,1,0,0,0,0,0
246,0,0,1,0,1,0,0,0,0,0
247,0,0,1,0,1,0,0,0,0,0
248,0,0,1,0,1,0,0,0,0,0
249,0,0,1,0,1,0,0,0,0,0
250,0,0,1,0,1,0,0,0,0,0
251,0,0,1,0,1,0,0,0,0,0
252,0,0,1,0,1,0,0,0,0,0
253,0,0,1,0,1,0,0,0,0,0
254,0,0,1,0,1,0,0,0,0,0
255,0,0,1,0,1,0,0,0,0,0
256,0,0,1,0,1,0,0,0,0,0
257,0,0,1,0,1,0,0,0,0,0
258,0,0,1,0,1,0,0,0,0,0
259,0,0,1,0,1,0,0,0,0,0
260,0,0,1,0,1,0,0,0,0,0
261,0,0,1,0,1,0,0,0,0,0
262,0,0,1,0,1,0,0,0,0,0
263,0,0,1,0,1,0,0,0,0,0
264,0,0,1,0,1,0,0,0,0,0
265,0,0,1,0,1,0,0,0,0,0
266,0,0,1,0,1,0,0,0,0,0
267,0,0,1,0,1,0,0,0,0,0
268,0,0,1,0,1,0,0,0,0,0
269,0,0,1,0,1,0,0,0,0,0
270,0,0,1,0,1,0,0,0,0,0
271,0,0,0,0,1,0,0,0,0,0
272,0,0,0,0,1,0,0,0,0,0
273,0,0,0,0,1,0,0,0,0,0
274,0,0,0,0,1,0,0,0,0,0
275,0,0,0,0,1,0,0,0,0,0
276,0,0,0,0,1,0,0,0,0,0
277,0,0,0,0,1,0,0,0,0,0
278,0,0,0,0,1,0,0,0,0,0
279,0,0,0,0,1,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0
304,1,0,0,0,0,0,0,1,1,1
305,1,0,0,0,0,0,0,1,1,1
306,1,0,0,0,0,0,0,1,1,1
307,1,0,0,0,0,0,0,1,1,1
308,1,0,0,0,0,0,0,1,1,1
309,1,0,0,0,0,0,0,1,1,1
310,1,0,0,0,0,0,0,1,1,1
311,1,0,0,0,0,0,0,1,1,1
312,1,0,0,0,0,0,0,1,1,1
313,1,0,0,0,0,0,0,1,1,1
314,1,0,0,0,0,0,0,1,1,1
315,0,0,0,0,0,0,0,1,1,0
316,0,0,0,0,0,0,0,1,1,0
317,0,0,0,0,0,0,0,1,1,0
318,0,0,0,0,0,0,0,1,1,0
319,0,0,0,0,0,0,0,1,1,0
320,0,0,0,0,0,0,0,1,1,0
321,0,0,0,0,0,0,0,1,1,0
322,0,0,0,0,0,0,0,1,1,0
323,0,0,0,0,0,0,0,1,1,0
324,0,0,0,0,0,0,0,1,1,0
325,0,0,0,0,0,0,0,1,1,0
326,0,0,0,0,0,0,0,1,1,0
327,0,0,0,0,0,0,0,1,1,0
328,0,0,0,0,0,0,0,1,1,0
329,0,0,0,0,0,0,0,1,1,0
330,0,0,0,0,0,0,0,1,1,0
331,0,0,0,0,0,0,0,1,1,0
332,0,0,0,0,0,0,0,1,1,0
333,0,0,0,0,0,0,0,1,0,0
334,0,0,0,0,0,0,0,1,0,0
335,0,0,0,0,0,0,0,1,0,0
336,0,0,0,0,0,0,0,1,0,0
337,0,0,0,0,0,0,0,1,0,0
338,0,0,0,0,0,0,0,1,0,0
339,0,0,0,0,0,0,0,1,0,0
340,0,0,0,0,0,0,0,1,0,0
341,0,0,0,0,0,0,0,1,0,0
342,0,0,0,0,0,0,0,1,0,0
343,0,0,0,0,0,0,0,1,0,0
344,0,0,0,0,0,0,0,1,0,0
345,0,0,0,0,0,0,0,1,0,0
346,0,0,0,0,0,0,0,1,0,0
347,0,0,0,0,0,0,0,1,0,0
348,0,0,0,0,0,0,0,1,0,0
349,0,0,0,0,0,0,0,1,0,0
350,0,0,0,0,0,0,0,1,0,0
351,0,0,0,0,0,0,0,1,0,0
352,0,0,0,0,0,0,0,1,0,0
353,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,1,0
379,0,0,0,0,0,0,0,0,1,0
380,0,0,0,0,0,0,0,0,1,0
381,0,0,0,0,0,0,0,0,1,0
382,0,0,0,0,0,0,0,0,1,0
383,0,0,0,0,0,0,0,0,1,0
384,0,0,0,0,0,0,0,0,1,0
385,0,0,0,0,0,0,0,0,1,0
386,0,0,0,0,0,0,0,0,1,0
387,0,0,0,0,0,0,0,0,1,0
388,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,1,0
400,0,0,0,0,0,0,0,0,1,0
401,0,0,0,0,0,0,0,0,1,0
402,0,0,0,0,0,0,0,0,1,0
403,0,0,0,0,0,0,0,0,1,0
404,0,0,0,0,0,0,0,0,1,0
405,0,0,0,0,0,0,0,0,1,0
406,0,0,0,0,0,0,0,0,1,0
407,0,0,0,0,0,0,0,0,1,0
408,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0
419,1,0,0,0,0,0,0,0,0,1
420,1,0,0,0,0,0,0,0,0,1
421,1,0,0,0,0,0,0,0,0,1
422,1,0,0,0,0,0,0,0,0,1
423,1,0,0,0,0,0,0,0,0,1
424,1,0,0,0,0,0,0,0,0,1
425,1,0,0,0,0,0,0,0,0,1
426,0,0,0,0,0,0,0,0,0,1
427,0,0,0,0,0,0,0,0,0,1
428,0,0,0,0,0,0,0,0,0,1
429,0,0,0,0,0,0,0,0,0,1
430,0,0,0,0,0,0,0,0,0,1
431,0,0,0,0,0,0,0,0,0,1
432,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,1
434,1,0,0,0,0,0,0,0,0,0
435,1,0,0,0,0,0,0,0,0,0
436,1,0,0,0,0,0,0,0,0,0
437,1,0,0,0,0,0,0,0,0,0
438,1,0,0,0,0,0,0,0,0,0
439,1,0,0,0,0,0,0,0,0,0
440,1,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0
